[ERROR] Error en linea 2: 1002,Producto_2,Verduras,2026-07-18,Marca_2,abc,89
[ERROR] Linea 644: stock invalido (-10)
[ERROR] Linea 645: precio invalido (-50)
[DUPLICADO] Linea 647: duplicado - 1001
[ERROR] Error en linea 648: 1648,Producto_648,Lacteos,2026-01-07,Marca_648,83,xyz
[ERROR] Linea 649: campo vacio detectado
[ERROR] Linea 652: campo vacio detectado
[ERROR] Linea 653: precio invalido (-50)
[ERROR] Linea 654: fecha invalida (2026/99/99)
[ERROR] Linea 655: stock invalido (-10)
[DUPLICADO] Linea 656: duplicado - 1001
[DUPLICADO] Linea 657: duplicado - 1001
[ERROR] Linea 658: fecha invalida (2026/99/99)
[ERROR] Linea 659: fecha invalida (2026/99/99)
[ERROR] Linea 660: campo vacio detectado
[DUPLICADO] Linea 661: duplicado - 1001
[ERROR] Linea 663: campo vacio detectado
[ERROR] Error en linea 665: 1665,Producto_665,Abarrotes,2026-03-25,Marca_665,200,xyz
[ERROR] Linea 667: stock invalido (-10)
[ERROR] Error en linea 668: 1668,Producto_668,Abarrotes,2026-02-13,Marca_668,abc,59
[ERROR] Linea 670: stock invalido (-10)
[ERROR] Linea 672: campo vacio detectado
[ERROR] Error en linea 674: 1674,Producto_674,Snacks,2026-08-19,Marca_674,129,xyz
[ERROR] Linea 676: stock invalido (-10)
[ERROR] Linea 677: precio invalido (-50)
[ERROR] Linea 678: precio invalido (-50)
[ERROR] Error en linea 679: 1679,Producto_679,Frutas,2026-07-04,Marca_679,81,xyz
[ERROR] Error en linea 680: 1680,Producto_680,Bebidas,2026-04-14,Marca_680,abc,5
[ERROR] Linea 681: fecha invalida (2026/99/99)
[DUPLICADO] Linea 684: duplicado - 1001
[ERROR] Linea 685: campo vacio detectado
[ERROR] Error en linea 686: 1686,Producto_686,Bebidas,2026-10-01,Marca_686,182,xyz
[ERROR] Linea 687: precio invalido (-50)
[ERROR] Linea 689: stock invalido (-10)
[ERROR] Error en linea 690: 1690,Producto_690,Snacks,2026-03-04,Marca_690,abc,99
[DUPLICADO] Linea 691: duplicado - 1001
[ERROR] Linea 692: precio invalido (-50)
[DUPLICADO] Linea 693: duplicado - 1001
[ERROR] Linea 694: fecha invalida (2026/99/99)
[ERROR] Error en linea 695: 1695,Producto_695,Lacteos,2026-02-24,Marca_695,abc,1
[ERROR] Linea 697: precio invalido (-50)
[ERROR] Linea 698: fecha invalida (2026/99/99)
[ERROR] Error en linea 699: 1699,Producto_699,Lacteos,2026-04-26,Marca_699,79,xyz
[ERROR] Linea 701: fecha invalida (2026/99/99)
[DUPLICADO] Linea 702: duplicado - 1001
[DUPLICADO] Linea 703: duplicado - 1001
[ERROR] Linea 704: precio invalido (-50)
[ERROR] Error en linea 705: 1705,Producto_705,Frutas,2026-02-27,Marca_705,abc,4
[ERROR] Linea 706: campo vacio detectado
[DUPLICADO] Linea 707: duplicado - 1001
[ERROR] Error en linea 708: 1708,Producto_708,Verduras,2026-05-20,Marca_708,97,xyz
[DUPLICADO] Linea 709: duplicado - 1001
[ERROR] Linea 711: precio invalido (-50)
[ERROR] Linea 712: fecha invalida (2026/99/99)
[ERROR] Error en linea 714: 1714,Producto_714,Abarrotes,2026-11-08,Marca_714,abc,67
[ERROR] Error en linea 716: 1716,Producto_716,Verduras,2026-02-01,Marca_716,abc,19
[DUPLICADO] Linea 719: duplicado - 1001
[DUPLICADO] Linea 720: duplicado - 1001
[DUPLICADO] Linea 721: duplicado - 1001
[ERROR] Error en linea 722: 1722,Producto_722,Snacks,2026-09-07,Marca_722,abc,36
[ERROR] Linea 723: campo vacio detectado
[DUPLICADO] Linea 725: duplicado - 1001
[ERROR] Linea 726: campo vacio detectado
[ERROR] Linea 727: fecha invalida (2026/99/99)
[ERROR] Linea 728: campo vacio detectado
[ERROR] Linea 729: stock invalido (-10)
[DUPLICADO] Linea 732: duplicado - 1001
[ERROR] Linea 735: campo vacio detectado
[ERROR] Error en linea 736: 1736,Producto_736,Verduras,2026-01-03,Marca_736,87,xyz
[ERROR] Error en linea 738: 1738,Producto_738,Abarrotes,2026-12-12,Marca_738,117,xyz
[ERROR] Linea 739: precio invalido (-50)
[DUPLICADO] Linea 741: duplicado - 1001
[ERROR] Linea 742: stock invalido (-10)
[ERROR] Linea 744: precio invalido (-50)
[ERROR] Error en linea 745: 1745,Producto_745,Lacteos,2026-07-01,Marca_745,18,xyz
[DUPLICADO] Linea 746: duplicado - 1001
[ERROR] Error en linea 748: 1748,Producto_748,Bebidas,2026-06-16,Marca_748,abc,86
[ERROR] Error en linea 749: 1749,Producto_749,Verduras,2026-07-17,Marca_749,abc,7
[ERROR] Linea 750: stock invalido (-10)
[ERROR] Error en linea 751: 1751,Producto_751,Abarrotes,2026-08-03,Marca_751,abc,82
[ERROR] Linea 752: stock invalido (-10)
[DUPLICADO] Linea 755: duplicado - 1001
[ERROR] Linea 756: fecha invalida (2026/99/99)
[ERROR] Error en linea 757: 1757,Producto_757,Snacks,2026-01-11,Marca_757,abc,10
[ERROR] Error en linea 758: 1758,Producto_758,Frutas,2026-11-28,Marca_758,174,xyz
[DUPLICADO] Linea 760: duplicado - 1001
[ERROR] Linea 761: precio invalido (-50)
[ERROR] Error en linea 763: 1763,Producto_763,Verduras,2026-01-24,Marca_763,184,xyz
[ERROR] Linea 764: precio invalido (-50)
[ERROR] Linea 765: fecha invalida (2026/99/99)
[ERROR] Linea 768: fecha invalida (2026/99/99)
[ERROR] Linea 769: stock invalido (-10)
[ERROR] Linea 771: precio invalido (-50)
[ERROR] Linea 772: campo vacio detectado
[ERROR] Linea 773: stock invalido (-10)
[ERROR] Error en linea 774: 1774,Producto_774,Verduras,2026-07-15,Marca_774,abc,37
[ERROR] Error en linea 776: 1776,Producto_776,Abarrotes,2026-02-17,Marca_776,63,xyz
[ERROR] Linea 777: precio invalido (-50)
[ERROR] Linea 778: fecha invalida (2026/99/99)
[ERROR] Error en linea 780: 1780,Producto_780,Abarrotes,2026-01-22,Marca_780,160,xyz
[DUPLICADO] Linea 781: duplicado - 1001
[ERROR] Error en linea 783: 1783,Producto_783,Verduras,2026-09-01,Marca_783,abc,82
[ERROR] Linea 784: campo vacio detectado
[ERROR] Linea 785: campo vacio detectado
[ERROR] Error en linea 786: 1786,Producto_786,Verduras,2026-03-17,Marca_786,abc,13
[ERROR] Error en linea 788: 1788,Producto_788,Abarrotes,2026-03-27,Marca_788,abc,9
[DUPLICADO] Linea 790: duplicado - 1001
[ERROR] Linea 792: precio invalido (-50)
[ERROR] Linea 793: fecha invalida (2026/99/99)
[ERROR] Error en linea 795: 1795,Producto_795,Verduras,2026-11-10,Marca_795,40,xyz
[ERROR] Error en linea 797: 1797,Producto_797,Abarrotes,2026-09-05,Marca_797,184,xyz
[DUPLICADO] Linea 798: duplicado - 1001
[ERROR] Linea 799: stock invalido (-10)
[DUPLICADO] Linea 800: duplicado - 1001
[ERROR] Linea 801: precio invalido (-50)
[DUPLICADO] Linea 802: duplicado - 1001
[ERROR] Error en linea 803: 1803,Producto_803,Frutas,2026-03-26,Marca_803,31,xyz
[DUPLICADO] Linea 804: duplicado - 1001
[ERROR] Error en linea 807: 1807,Producto_807,Frutas,2026-05-22,Marca_807,116,xyz
[ERROR] Linea 809: fecha invalida (2026/99/99)
[ERROR] Linea 810: precio invalido (-50)
[ERROR] Error en linea 811: 1811,Producto_811,Frutas,2026-07-20,Marca_811,abc,43
[ERROR] Linea 813: precio invalido (-50)
[ERROR] Linea 814: precio invalido (-50)
[ERROR] Linea 815: stock invalido (-10)
[ERROR] Linea 816: fecha invalida (2026/99/99)
[ERROR] Linea 817: fecha invalida (2026/99/99)
[DUPLICADO] Linea 818: duplicado - 1001
[DUPLICADO] Linea 820: duplicado - 1001
[ERROR] Linea 821: fecha invalida (2026/99/99)
[ERROR] Error en linea 822: 1822,Producto_822,Snacks,2026-01-20,Marca_822,26,xyz
[ERROR] Error en linea 823: 1823,Producto_823,Bebidas,2026-03-19,Marca_823,45,xyz
[ERROR] Error en linea 824: 1824,Producto_824,Abarrotes,2026-12-20,Marca_824,185,xyz
[ERROR] Linea 825: fecha invalida (2026/99/99)
[ERROR] Linea 828: precio invalido (-50)
[ERROR] Linea 829: stock invalido (-10)
[ERROR] Linea 830: stock invalido (-10)
[ERROR] Linea 831: fecha invalida (2026/99/99)
[DUPLICADO] Linea 832: duplicado - 1001
[DUPLICADO] Linea 833: duplicado - 1001
[ERROR] Error en linea 835: 1835,Producto_835,Lacteos,2026-03-13,Marca_835,abc,79
[ERROR] Linea 836: stock invalido (-10)
[ERROR] Error en linea 837: 1837,Producto_837,Snacks,2026-04-20,Marca_837,30,xyz
[ERROR] Linea 840: fecha invalida (2026/99/99)
[ERROR] Error en linea 841: 1841,Producto_841,Verduras,2026-05-05,Marca_841,abc,89
[ERROR] Linea 842: precio invalido (-50)
[ERROR] Error en linea 843: 1843,Producto_843,Bebidas,2026-04-11,Marca_843,abc,75
[ERROR] Error en linea 845: 1845,Producto_845,Lacteos,2026-10-19,Marca_845,123,xyz
[ERROR] Linea 846: stock invalido (-10)
[ERROR] Linea 847: precio invalido (-50)
[ERROR] Error en linea 848: 1848,Producto_848,Bebidas,2026-02-01,Marca_848,abc,4
[ERROR] Error en linea 850: 1850,Producto_850,Lacteos,2026-03-09,Marca_850,133,xyz
[DUPLICADO] Linea 851: duplicado - 1001
[DUPLICADO] Linea 852: duplicado - 1001
[ERROR] Linea 853: precio invalido (-50)
[ERROR] Error en linea 854: 1854,Producto_854,Verduras,2026-12-16,Marca_854,abc,63
[ERROR] Linea 855: fecha invalida (2026/99/99)
[ERROR] Linea 857: precio invalido (-50)
[ERROR] Error en linea 858: 1858,Producto_858,Bebidas,2026-07-26,Marca_858,abc,29
[ERROR] Linea 859: stock invalido (-10)
[ERROR] Error en linea 860: 1860,Producto_860,Snacks,2026-03-25,Marca_860,abc,5
[DUPLICADO] Linea 861: duplicado - 1001
[ERROR] Linea 862: fecha invalida (2026/99/99)
[ERROR] Linea 863: campo vacio detectado
[ERROR] Linea 864: precio invalido (-50)
[ERROR] Error en linea 865: 1865,Producto_865,Lacteos,2026-02-21,Marca_865,abc,86
[ERROR] Linea 866: precio invalido (-50)
[ERROR] Linea 867: fecha invalida (2026/99/99)
[ERROR] Linea 868: fecha invalida (2026/99/99)
[ERROR] Linea 869: stock invalido (-10)
[ERROR] Linea 871: fecha invalida (2026/99/99)
[ERROR] Linea 872: stock invalido (-10)
[ERROR] Error en linea 873: 1873,Producto_873,Abarrotes,2026-08-05,Marca_873,120,xyz
[ERROR] Linea 875: stock invalido (-10)
[ERROR] Linea 876: precio invalido (-50)
[ERROR] Linea 878: stock invalido (-10)
[ERROR] Linea 881: stock invalido (-10)
[DUPLICADO] Linea 882: duplicado - 1001
[ERROR] Error en linea 883: 1883,Producto_883,Verduras,2026-06-19,Marca_883,abc,22
[ERROR] Linea 884: precio invalido (-50)
[ERROR] Error en linea 886: 1886,Producto_886,Lacteos,2026-06-12,Marca_886,6,xyz
[DUPLICADO] Linea 887: duplicado - 1001
[ERROR] Error en linea 889: 1889,Producto_889,Lacteos,2026-11-14,Marca_889,172,xyz
[ERROR] Error en linea 890: 1890,Producto_890,Bebidas,2026-04-08,Marca_890,abc,41
[ERROR] Linea 892: campo vacio detectado
[ERROR] Linea 895: stock invalido (-10)
[DUPLICADO] Linea 896: duplicado - 1001
[ERROR] Linea 897: stock invalido (-10)
[ERROR] Linea 898: fecha invalida (2026/99/99)
[ERROR] Error en linea 900: 1900,Producto_900,Lacteos,2026-10-26,Marca_900,135,xyz
[ERROR] Error en linea 901: 1901,Producto_901,Bebidas,2026-09-28,Marca_901,165,xyz
[ERROR] Linea 902: precio invalido (-50)
[ERROR] Linea 903: fecha invalida (2026/99/99)
[ERROR] Error en linea 904: 1904,Producto_904,Frutas,2026-06-05,Marca_904,abc,35
[DUPLICADO] Linea 906: duplicado - 1001
[ERROR] Linea 907: fecha invalida (2026/99/99)
[ERROR] Linea 908: campo vacio detectado
[ERROR] Error en linea 909: 1909,Producto_909,Verduras,2026-11-24,Marca_909,63,xyz
[ERROR] Linea 910: stock invalido (-10)
[ERROR] Error en linea 911: 1911,Producto_911,Verduras,2026-03-22,Marca_911,129,xyz
[ERROR] Linea 912: precio invalido (-50)
[DUPLICADO] Linea 914: duplicado - 1001
[ERROR] Linea 916: stock invalido (-10)
[ERROR] Linea 918: precio invalido (-50)
[ERROR] Linea 919: campo vacio detectado
[ERROR] Linea 920: fecha invalida (2026/99/99)
[ERROR] Error en linea 921: 1921,Producto_921,Frutas,2026-06-24,Marca_921,abc,52
[ERROR] Linea 923: stock invalido (-10)
[ERROR] Linea 924: campo vacio detectado
[DUPLICADO] Linea 925: duplicado - 1001
[ERROR] Linea 926: stock invalido (-10)
[ERROR] Linea 927: fecha invalida (2026/99/99)
[ERROR] Error en linea 929: 1929,Producto_929,Verduras,2026-09-23,Marca_929,106,xyz
[ERROR] Linea 930: precio invalido (-50)
[ERROR] Linea 931: precio invalido (-50)
[ERROR] Linea 933: precio invalido (-50)
[ERROR] Linea 934: campo vacio detectado
[ERROR] Linea 936: fecha invalida (2026/99/99)
[ERROR] Linea 937: campo vacio detectado
[ERROR] Linea 938: fecha invalida (2026/99/99)
[DUPLICADO] Linea 939: duplicado - 1001
[ERROR] Linea 940: stock invalido (-10)
[DUPLICADO] Linea 941: duplicado - 1001
[ERROR] Error en linea 943: 1943,Producto_943,Lacteos,2026-05-11,Marca_943,119,xyz
[ERROR] Error en linea 944: 1944,Producto_944,Verduras,2026-06-28,Marca_944,abc,22
[ERROR] Linea 945: fecha invalida (2026/99/99)
[ERROR] Error en linea 946: 1946,Producto_946,Bebidas,2026-04-10,Marca_946,68,xyz
[ERROR] Linea 947: precio invalido (-50)
[ERROR] Linea 948: stock invalido (-10)
[ERROR] Linea 949: stock invalido (-10)
[ERROR] Linea 950: precio invalido (-50)
[ERROR] Error en linea 951: 1951,Producto_951,Bebidas,2026-04-07,Marca_951,31,xyz
[ERROR] Error en linea 952: 1952,Producto_952,Abarrotes,2026-09-11,Marca_952,194,xyz
[ERROR] Linea 953: stock invalido (-10)
[ERROR] Error en linea 955: 1955,Producto_955,Snacks,2026-05-21,Marca_955,abc,31
[ERROR] Linea 957: precio invalido (-50)
[ERROR] Linea 959: precio invalido (-50)
[ERROR] Linea 960: campo vacio detectado
[ERROR] Linea 961: campo vacio detectado
[ERROR] Linea 964: precio invalido (-50)
[ERROR] Linea 965: fecha invalida (2026/99/99)
[ERROR] Linea 966: precio invalido (-50)
[ERROR] Linea 968: campo vacio detectado
[ERROR] Error en linea 969: 1969,Producto_969,Bebidas,2026-06-28,Marca_969,174,xyz
[ERROR] Error en linea 975: 1975,Producto_975,Abarrotes,2026-10-05,Marca_975,abc,54
[DUPLICADO] Linea 976: duplicado - 1001
[DUPLICADO] Linea 977: duplicado - 1001
[ERROR] Linea 978: stock invalido (-10)
[ERROR] Linea 979: campo vacio detectado
[ERROR] Linea 981: precio invalido (-50)
[ERROR] Linea 983: precio invalido (-50)
[DUPLICADO] Linea 984: duplicado - 1001
[ERROR] Linea 988: precio invalido (-50)
[ERROR] Linea 990: campo vacio detectado
[ERROR] Error en linea 991: 1991,Producto_991,Frutas,2026-02-01,Marca_991,abc,100
[ERROR] Error en linea 992: 1992,Producto_992,Lacteos,2026-05-04,Marca_992,abc,37
[DUPLICADO] Linea 993: duplicado - 1001
[DUPLICADO] Linea 996: duplicado - 1001
[ERROR] Linea 997: campo vacio detectado
[ERROR] Linea 998: campo vacio detectado
[DUPLICADO] Linea 999: duplicado - 1001
[ERROR] Error en linea 1000: 2000,Producto_1000,Snacks,2026-09-18,Marca_1000,103,xyz
[ERROR] Error en linea 1001: 2001,Producto_1001,Lacteos,2026-02-15,Marca_1001,200,xyz
[ERROR] Linea 1007: campo vacio detectado
[ERROR] Error en linea 1010: 2010,Producto_1010,Bebidas,2026-12-25,Marca_1010,107,xyz
[ERROR] Error en linea 1012: 2012,Producto_1012,Verduras,2026-06-15,Marca_1012,34,xyz
[ERROR] Error en linea 1013: 2013,Producto_1013,Verduras,2026-08-19,Marca_1013,abc,30
[ERROR] Error en linea 1015: 2015,Producto_1015,Lacteos,2026-10-19,Marca_1015,42,xyz
[ERROR] Linea 1017: campo vacio detectado
[ERROR] Error en linea 1018: 2018,Producto_1018,Lacteos,2026-11-06,Marca_1018,abc,12
[ERROR] Error en linea 1019: 2019,Producto_1019,Frutas,2026-08-19,Marca_1019,69,xyz
[ERROR] Error en linea 1020: 2020,Producto_1020,Abarrotes,2026-04-03,Marca_1020,abc,17
[ERROR] Error en linea 1021: 2021,Producto_1021,Snacks,2026-12-23,Marca_1021,abc,87
[ERROR] Linea 1026: campo vacio detectado
[ERROR] Error en linea 1027: 2027,Producto_1027,Lacteos,2026-06-06,Marca_1027,123,xyz
[DUPLICADO] Linea 1030: duplicado - 1001
[ERROR] Error en linea 1031: 2031,Producto_1031,Verduras,2026-11-02,Marca_1031,abc,86
[ERROR] Error en linea 1032: 2032,Producto_1032,Abarrotes,2026-01-04,Marca_1032,abc,27
[ERROR] Linea 1033: precio invalido (-50)
[ERROR] Error en linea 1034: 2034,Producto_1034,Lacteos,2026-01-02,Marca_1034,abc,50
[ERROR] Linea 1035: precio invalido (-50)
[ERROR] Linea 1036: fecha invalida (2026/99/99)
[DUPLICADO] Linea 1037: duplicado - 1001
[ERROR] Error en linea 1038: 2038,Producto_1038,Verduras,2026-09-05,Marca_1038,abc,52
[DUPLICADO] Linea 1040: duplicado - 1001
[ERROR] Linea 1042: stock invalido (-10)
[DUPLICADO] Linea 1043: duplicado - 1001
[ERROR] Linea 1045: fecha invalida (2026/99/99)
[ERROR] Linea 1046: precio invalido (-50)
[ERROR] Error en linea 1047: 2047,Producto_1047,Frutas,2026-04-03,Marca_1047,67,xyz
[ERROR] Linea 1048: precio invalido (-50)
[DUPLICADO] Linea 1051: duplicado - 1001
[ERROR] Linea 1052: stock invalido (-10)
[DUPLICADO] Linea 1057: duplicado - 1001
[ERROR] Linea 1058: precio invalido (-50)
[ERROR] Linea 1059: fecha invalida (2026/99/99)
[DUPLICADO] Linea 1062: duplicado - 1001
[ERROR] Error en linea 1064: 2064,Producto_1064,Frutas,2026-12-01,Marca_1064,59,xyz
[ERROR] Linea 1066: fecha invalida (2026/99/99)
[ERROR] Linea 1072: fecha invalida (2026/99/99)
[ERROR] Linea 1074: fecha invalida (2026/99/99)
[ERROR] Linea 1075: fecha invalida (2026/99/99)
[ERROR] Linea 1076: stock invalido (-10)
[ERROR] Linea 1077: stock invalido (-10)
[ERROR] Linea 1078: stock invalido (-10)
[ERROR] Linea 1079: campo vacio detectado
[ERROR] Linea 1080: fecha invalida (2026/99/99)
[ERROR] Error en linea 1081: 2081,Producto_1081,Lacteos,2026-07-24,Marca_1081,12,xyz
[ERROR] Linea 1083: precio invalido (-50)
[DUPLICADO] Linea 1085: duplicado - 1001
[DUPLICADO] Linea 1087: duplicado - 1001
[ERROR] Linea 1090: precio invalido (-50)
[ERROR] Error en linea 1091: 2091,Producto_1091,Bebidas,2026-04-18,Marca_1091,abc,92
[DUPLICADO] Linea 1092: duplicado - 1001
[ERROR] Linea 1093: campo vacio detectado
[ERROR] Linea 1094: stock invalido (-10)
[ERROR] Error en linea 1096: 2096,Producto_1096,Frutas,2026-06-15,Marca_1096,abc,58
[ERROR] Linea 1098: fecha invalida (2026/99/99)
[ERROR] Linea 1100: stock invalido (-10)
[ERROR] Linea 1102: campo vacio detectado
[ERROR] Error en linea 1103: 2103,Producto_1103,Lacteos,2026-11-14,Marca_1103,36,xyz
[ERROR] Linea 1104: fecha invalida (2026/99/99)
[ERROR] Linea 1105: fecha invalida (2026/99/99)
[ERROR] Linea 1107: campo vacio detectado
[ERROR] Error en linea 1108: 2108,Producto_1108,Abarrotes,2026-08-18,Marca_1108,abc,64
[ERROR] Error en linea 1111: 2111,Producto_1111,Frutas,2026-05-15,Marca_1111,abc,30
[ERROR] Error en linea 1112: 2112,Producto_1112,Verduras,2026-11-01,Marca_1112,abc,41
[ERROR] Linea 1113: fecha invalida (2026/99/99)
[ERROR] Linea 1114: fecha invalida (2026/99/99)
[ERROR] Linea 1116: precio invalido (-50)
[ERROR] Linea 1120: campo vacio detectado
[ERROR] Error en linea 1121: 2121,Producto_1121,Bebidas,2026-07-01,Marca_1121,186,xyz
[ERROR] Linea 1122: campo vacio detectado
[DUPLICADO] Linea 1125: duplicado - 1001
[ERROR] Linea 1128: precio invalido (-50)
[ERROR] Linea 1129: precio invalido (-50)
[ERROR] Linea 1130: fecha invalida (2026/99/99)
[ERROR] Linea 1132: fecha invalida (2026/99/99)
[ERROR] Error en linea 1134: 2134,Producto_1134,Snacks,2026-10-08,Marca_1134,abc,38
[ERROR] Error en linea 1136: 2136,Producto_1136,Abarrotes,2026-02-24,Marca_1136,49,xyz
[ERROR] Linea 1137: fecha invalida (2026/99/99)
[ERROR] Error en linea 1139: 2139,Producto_1139,Snacks,2026-08-06,Marca_1139,abc,73
[ERROR] Linea 1140: campo vacio detectado
[ERROR] Linea 1141: campo vacio detectado
[ERROR] Linea 1143: stock invalido (-10)
[ERROR] Error en linea 1144: 2144,Producto_1144,Abarrotes,2026-10-28,Marca_1144,abc,53
[ERROR] Linea 1146: fecha invalida (2026/99/99)
[ERROR] Linea 1147: stock invalido (-10)
[ERROR] Linea 1149: precio invalido (-50)
[ERROR] Error en linea 1150: 2150,Producto_1150,Snacks,2026-11-07,Marca_1150,42,xyz
[ERROR] Linea 1151: fecha invalida (2026/99/99)
[ERROR] Linea 1152: stock invalido (-10)
[ERROR] Linea 1153: precio invalido (-50)
[DUPLICADO] Linea 1154: duplicado - 1001
[ERROR] Error en linea 1155: 2155,Producto_1155,Abarrotes,2026-03-21,Marca_1155,abc,56
[ERROR] Linea 1158: fecha invalida (2026/99/99)
[ERROR] Linea 1159: fecha invalida (2026/99/99)
[ERROR] Error en linea 1161: 2161,Producto_1161,Frutas,2026-04-12,Marca_1161,47,xyz
[ERROR] Error en linea 1162: 2162,Producto_1162,Snacks,2026-03-22,Marca_1162,abc,35
[ERROR] Error en linea 1163: 2163,Producto_1163,Lacteos,2026-06-08,Marca_1163,abc,14
[ERROR] Linea 1164: stock invalido (-10)
[ERROR] Linea 1166: campo vacio detectado
[ERROR] Linea 1168: campo vacio detectado
[ERROR] Linea 1169: campo vacio detectado
[ERROR] Error en linea 1170: 2170,Producto_1170,Verduras,2026-03-10,Marca_1170,abc,25
[ERROR] Linea 1173: precio invalido (-50)
[DUPLICADO] Linea 1174: duplicado - 1001
[ERROR] Error en linea 1175: 2175,Producto_1175,Abarrotes,2026-01-18,Marca_1175,175,xyz
[ERROR] Linea 1176: precio invalido (-50)
[ERROR] Linea 1177: precio invalido (-50)
[ERROR] Error en linea 1179: 2179,Producto_1179,Abarrotes,2026-09-05,Marca_1179,abc,58
[ERROR] Error en linea 1180: 2180,Producto_1180,Verduras,2026-03-03,Marca_1180,abc,34
[ERROR] Linea 1182: campo vacio detectado
[ERROR] Linea 1184: precio invalido (-50)
[ERROR] Linea 1185: stock invalido (-10)
[DUPLICADO] Linea 1186: duplicado - 1001
[ERROR] Linea 1188: campo vacio detectado
[ERROR] Linea 1189: precio invalido (-50)
[DUPLICADO] Linea 1190: duplicado - 1001
[ERROR] Linea 1193: stock invalido (-10)
[ERROR] Linea 1194: campo vacio detectado
[ERROR] Linea 1195: fecha invalida (2026/99/99)
[ERROR] Linea 1196: stock invalido (-10)
[ERROR] Linea 1198: stock invalido (-10)
[ERROR] Linea 1200: stock invalido (-10)
[ERROR] Linea 1201: fecha invalida (2026/99/99)
[ERROR] Linea 1202: fecha invalida (2026/99/99)
[ERROR] Linea 1203: fecha invalida (2026/99/99)
[ERROR] Error en linea 1204: 2204,Producto_1204,Lacteos,2026-07-19,Marca_1204,131,xyz
[ERROR] Error en linea 1205: 2205,Producto_1205,Snacks,2026-04-12,Marca_1205,27,xyz
[ERROR] Linea 1206: stock invalido (-10)
[ERROR] Error en linea 1208: 2208,Producto_1208,Snacks,2026-05-14,Marca_1208,39,xyz
[ERROR] Linea 1209: precio invalido (-50)
[ERROR] Linea 1210: fecha invalida (2026/99/99)
[ERROR] Linea 1211: fecha invalida (2026/99/99)
[ERROR] Linea 1213: stock invalido (-10)
[ERROR] Error en linea 1214: 2214,Producto_1214,Lacteos,2026-08-04,Marca_1214,abc,77
[ERROR] Linea 1216: stock invalido (-10)
[ERROR] Linea 1217: precio invalido (-50)
[ERROR] Linea 1218: campo vacio detectado
[ERROR] Error en linea 1219: 2219,Producto_1219,Snacks,2026-01-09,Marca_1219,136,xyz
[ERROR] Linea 1220: precio invalido (-50)
[ERROR] Error en linea 1222: 2222,Producto_1222,Bebidas,2026-10-05,Marca_1222,abc,98
[ERROR] Linea 1223: fecha invalida (2026/99/99)
[ERROR] Linea 1224: stock invalido (-10)
[ERROR] Error en linea 1226: 2226,Producto_1226,Lacteos,2026-01-26,Marca_1226,abc,44
[ERROR] Linea 1228: fecha invalida (2026/99/99)
[ERROR] Error en linea 1229: 2229,Producto_1229,Abarrotes,2026-09-05,Marca_1229,abc,18
[DUPLICADO] Linea 1230: duplicado - 1001
[DUPLICADO] Linea 1231: duplicado - 1001
[ERROR] Error en linea 1234: 2234,Producto_1234,Abarrotes,2026-06-01,Marca_1234,abc,20
[ERROR] Linea 1235: precio invalido (-50)
[ERROR] Linea 1236: fecha invalida (2026/99/99)
[ERROR] Linea 1238: stock invalido (-10)
[ERROR] Linea 1239: fecha invalida (2026/99/99)
[ERROR] Linea 1240: campo vacio detectado
[ERROR] Linea 1242: campo vacio detectado
[ERROR] Linea 1244: stock invalido (-10)
[ERROR] Linea 1245: stock invalido (-10)
[ERROR] Linea 1248: stock invalido (-10)
[ERROR] Linea 1250: precio invalido (-50)
[ERROR] Linea 1252: fecha invalida (2026/99/99)
[ERROR] Linea 1253: precio invalido (-50)
[ERROR] Error en linea 1254: 2254,Producto_1254,Verduras,2026-03-16,Marca_1254,abc,29
[DUPLICADO] Linea 1255: duplicado - 1001
[ERROR] Linea 1256: campo vacio detectado
[ERROR] Error en linea 1258: 2258,Producto_1258,Frutas,2026-02-09,Marca_1258,44,xyz
[ERROR] Linea 1261: stock invalido (-10)
[ERROR] Linea 1262: stock invalido (-10)
[ERROR] Error en linea 1263: 2263,Producto_1263,Bebidas,2026-06-24,Marca_1263,abc,46
[ERROR] Linea 1265: campo vacio detectado
[ERROR] Linea 1266: fecha invalida (2026/99/99)
[ERROR] Linea 1267: precio invalido (-50)
[ERROR] Linea 1268: stock invalido (-10)
[ERROR] Linea 1269: fecha invalida (2026/99/99)
[ERROR] Linea 1271: campo vacio detectado
[ERROR] Error en linea 1272: 2272,Producto_1272,Bebidas,2026-08-13,Marca_1272,abc,93
[ERROR] Error en linea 1274: 2274,Producto_1274,Bebidas,2026-01-27,Marca_1274,abc,83
[ERROR] Linea 1275: precio invalido (-50)
[ERROR] Error en linea 1276: 2276,Producto_1276,Lacteos,2026-10-05,Marca_1276,188,xyz
[ERROR] Error en linea 1278: 2278,Producto_1278,Abarrotes,2026-12-19,Marca_1278,109,xyz
[ERROR] Linea 1279: fecha invalida (2026/99/99)
[ERROR] Linea 1280: fecha invalida (2026/99/99)
[ERROR] Linea 1281: fecha invalida (2026/99/99)
[ERROR] Linea 1282: campo vacio detectado
[ERROR] Linea 1288: fecha invalida (2026/99/99)
[ERROR] Error en linea 1289: 2289,Producto_1289,Abarrotes,2026-04-02,Marca_1289,abc,54
[DUPLICADO] Linea 1290: duplicado - 1001
[ERROR] Linea 1291: campo vacio detectado
[ERROR] Linea 1293: precio invalido (-50)
[ERROR] Linea 1294: stock invalido (-10)
