codigoBarras,nombre,categoria,fechaVencimiento,marca,precio,stock
1441,Producto_441,Frutas,2026-03-20,Marca_441,abc,25
1442,Producto_442,Verduras,2026-05-18,Marca_442,abc,41
1001,Producto_443,Frutas,2026-08-14,Marca_443,192,88
1444,Producto_444,Lacteos,2026-08-11,Marca_444,52,xyz
1445,Producto_445,Verduras,2026-04-28,Marca_445,109,-10
1446,Producto_446,Lacteos,2026-07-22,Marca_446,65,28
1447,Producto_447,Verduras,2026-12-06,Marca_447,66,xyz
1448,Producto_448,Abarrotes,2026/99/99,Marca_448,94,91
1449,Producto_449,Snacks,2026-04-08,Marca_449,abc,63
1450,Producto_450,Abarrotes,2026-05-03,Marca_450,101,xyz
1451,Producto_451,Frutas,2026/99/99,Marca_451,1,70
1452,Producto_452,Frutas,2026-02-25,Marca_452,167,55
1453,,Abarrotes,2026-02-08,Marca_453,4,91
1454,,Abarrotes,2026-03-22,Marca_454,63,57
1455,Producto_455,Bebidas,2026-06-17,Marca_455,45,59
1001,Producto_456,Bebidas,2026-02-10,Marca_456,30,82
1457,Producto_457,Bebidas,2026-11-04,Marca_457,-50,5
1458,Producto_458,Abarrotes,2026-08-04,Marca_458,110,27
1459,Producto_459,Abarrotes,2026-03-17,Marca_459,45,21
1001,Producto_460,Bebidas,2026-07-15,Marca_460,192,43
1461,Producto_461,Snacks,2026-02-14,Marca_461,-50,11
1462,Producto_462,Verduras,2026-01-09,Marca_462,-50,30
1463,Producto_463,Bebidas,2026-12-16,Marca_463,abc,29
1464,Producto_464,Frutas,2026-08-24,Marca_464,50,xyz
1465,Producto_465,Snacks,2026-11-27,Marca_465,-50,23
1466,Producto_466,Lacteos,2026-07-14,Marca_466,abc,76
1001,Producto_467,Frutas,2026-08-17,Marca_467,52,4
1468,Producto_468,Frutas,2026-01-25,Marca_468,27,5
1469,Producto_469,Frutas,2026-10-28,Marca_469,36,8
1001,Producto_470,Bebidas,2026-10-18,Marca_470,42,86
1471,Producto_471,Frutas,2026/99/99,Marca_471,63,79
1472,,Snacks,2026-02-17,Marca_472,199,13
1473,Producto_473,Lacteos,2026-08-08,Marca_473,129,66
1474,Producto_474,Bebidas,2026-09-25,Marca_474,37,-10
1475,Producto_475,Abarrotes,2026-07-13,Marca_475,25,xyz
1476,Producto_476,Bebidas,2026-05-27,Marca_476,93,84
1477,Producto_477,Snacks,2026-02-14,Marca_477,81,85
1478,Producto_478,Abarrotes,2026/99/99,Marca_478,39,93
1479,Producto_479,Bebidas,2026-10-23,Marca_479,163,39
1480,Producto_480,Bebidas,2026-10-13,Marca_480,23,30
1481,Producto_481,Bebidas,2026-09-13,Marca_481,51,xyz
1482,Producto_482,Lacteos,2026/99/99,Marca_482,29,70
1483,,Bebidas,2026-05-09,Marca_483,183,20
1484,Producto_484,Frutas,2026-05-27,Marca_484,78,7
1001,Producto_485,Frutas,2026-01-14,Marca_485,192,91
1486,Producto_486,Verduras,2026-10-11,Marca_486,-50,64
1487,Producto_487,Abarrotes,2026-07-16,Marca_487,-50,55
1488,,Verduras,2026-12-01,Marca_488,92,50
1489,Producto_489,Lacteos,2026-06-05,Marca_489,79,51
1490,,Bebidas,2026-02-11,Marca_490,1,81
1491,Producto_491,Abarrotes,2026-04-23,Marca_491,26,94
1492,Producto_492,Snacks,2026-08-08,Marca_492,192,26
1493,Producto_493,Bebidas,2026-04-02,Marca_493,112,31
1494,Producto_494,Bebidas,2026-11-20,Marca_494,abc,22
1495,Producto_495,Bebidas,2026-09-12,Marca_495,105,9
1496,Producto_496,Snacks,2026-12-16,Marca_496,179,82
1497,,Lacteos,2026-10-04,Marca_497,172,65
1498,Producto_498,Abarrotes,2026-12-17,Marca_498,67,91
1499,,Snacks,2026-02-02,Marca_499,101,21
1500,Producto_500,Lacteos,2026-07-15,Marca_500,abc,95
1501,Producto_501,Frutas,2026-03-11,Marca_501,abc,10
1502,Producto_502,Bebidas,2026/99/99,Marca_502,181,69
1503,,Bebidas,2026-06-08,Marca_503,70,48
1504,Producto_504,Bebidas,2026/99/99,Marca_504,105,73
1505,Producto_505,Lacteos,2026-03-18,Marca_505,137,52
1506,Producto_506,Bebidas,2026/99/99,Marca_506,102,58
1507,Producto_507,Verduras,2026/99/99,Marca_507,61,48
1508,,Verduras,2026-09-15,Marca_508,52,50
1509,Producto_509,Snacks,2026-09-10,Marca_509,28,98
1510,Producto_510,Bebidas,2026-12-12,Marca_510,65,-10
1511,Producto_511,Verduras,2026/99/99,Marca_511,159,69
1512,Producto_512,Bebidas,2026-01-21,Marca_512,54,25
1513,Producto_513,Abarrotes,2026-05-08,Marca_513,116,xyz
1001,Producto_514,Frutas,2026-04-09,Marca_514,179,100
1515,Producto_515,Verduras,2026-03-22,Marca_515,164,xyz
1516,Producto_516,Snacks,2026/99/99,Marca_516,7,97
1517,,Lacteos,2026-06-01,Marca_517,85,31
1518,Producto_518,Frutas,2026-01-13,Marca_518,7,44
1519,Producto_519,Lacteos,2026/99/99,Marca_519,151,12
1520,Producto_520,Verduras,2026/99/99,Marca_520,74,71
1521,,Snacks,2026-10-17,Marca_521,107,16
1522,Producto_522,Verduras,2026-12-15,Marca_522,11,xyz
1523,Producto_523,Lacteos,2026-07-02,Marca_523,147,77
1001,Producto_524,Frutas,2026-07-06,Marca_524,52,62
1525,Producto_525,Frutas,2026-02-28,Marca_525,-50,55
1526,Producto_526,Snacks,2026/99/99,Marca_526,52,19
1001,Producto_527,Snacks,2026-09-14,Marca_527,163,7
1528,Producto_528,Bebidas,2026-01-04,Marca_528,93,75
1529,Producto_529,Abarrotes,2026-04-19,Marca_529,171,15
1530,Producto_530,Snacks,2026/99/99,Marca_530,14,81
1001,Producto_531,Lacteos,2026-11-07,Marca_531,66,14
1001,Producto_532,Abarrotes,2026-10-09,Marca_532,61,97
1533,Producto_533,Abarrotes,2026-12-23,Marca_533,162,81
1534,Producto_534,Bebidas,2026-10-16,Marca_534,-50,44
1535,Producto_535,Bebidas,2026-02-18,Marca_535,-50,71
1536,Producto_536,Snacks,2026/99/99,Marca_536,113,22
1537,Producto_537,Bebidas,2026-05-04,Marca_537,114,46
1538,Producto_538,Verduras,2026-07-07,Marca_538,51,60
1001,Producto_539,Bebidas,2026-09-08,Marca_539,31,61
1540,Producto_540,Lacteos,2026-04-28,Marca_540,-50,27
1541,Producto_541,Bebidas,2026-01-23,Marca_541,40,42
1542,Producto_542,Frutas,2026-11-05,Marca_542,73,xyz
1543,Producto_543,Abarrotes,2026-12-16,Marca_543,118,43
1544,Producto_544,Lacteos,2026-06-08,Marca_544,84,8
1545,Producto_545,Snacks,2026-01-15,Marca_545,18,35
1546,Producto_546,Frutas,2026-06-26,Marca_546,102,30
1547,Producto_547,Verduras,2026-03-05,Marca_547,21,95
1548,Producto_548,Frutas,2026-06-24,Marca_548,66,67
1549,Producto_549,Snacks,2026/99/99,Marca_549,192,19
1001,Producto_550,Abarrotes,2026-05-07,Marca_550,174,34
1551,,Snacks,2026-09-22,Marca_551,9,94
1552,,Lacteos,2026-11-17,Marca_552,140,87
1553,Producto_553,Abarrotes,2026-09-04,Marca_553,139,74
1554,Producto_554,Lacteos,2026-06-05,Marca_554,abc,41
1001,Producto_555,Verduras,2026-12-27,Marca_555,83,38
1556,Producto_556,Snacks,2026-08-05,Marca_556,85,100
1001,Producto_557,Lacteos,2026-03-09,Marca_557,12,50
1001,Producto_558,Bebidas,2026-05-19,Marca_558,98,7
1559,Producto_559,Bebidas,2026-07-05,Marca_559,100,98
1560,Producto_560,Lacteos,2026-06-21,Marca_560,141,17
1561,Producto_561,Verduras,2026/99/99,Marca_561,10,67
1562,,Bebidas,2026-06-07,Marca_562,28,17
1563,Producto_563,Bebidas,2026-06-12,Marca_563,141,95
1001,Producto_564,Bebidas,2026-06-25,Marca_564,5,78
1565,Producto_565,Abarrotes,2026-08-12,Marca_565,18,-10
1566,Producto_566,Frutas,2026-09-10,Marca_566,161,xyz
1001,Producto_567,Snacks,2026-09-02,Marca_567,4,60
1568,Producto_568,Snacks,2026-01-27,Marca_568,71,5
1569,Producto_569,Snacks,2026-09-07,Marca_569,33,-10
1570,Producto_570,Verduras,2026-02-27,Marca_570,38,83
1571,Producto_571,Verduras,2026-06-19,Marca_571,42,14
1572,Producto_572,Frutas,2026-03-20,Marca_572,171,22
1573,,Abarrotes,2026-04-11,Marca_573,139,94
1574,Producto_574,Frutas,2026/99/99,Marca_574,74,27
1575,Producto_575,Abarrotes,2026-01-13,Marca_575,156,34
1001,Producto_576,Frutas,2026-02-05,Marca_576,148,51
1577,Producto_577,Lacteos,2026-05-16,Marca_577,198,-10
1578,Producto_578,Abarrotes,2026-03-01,Marca_578,-50,25
1579,Producto_579,Abarrotes,2026/99/99,Marca_579,113,41
1580,Producto_580,Bebidas,2026/99/99,Marca_580,104,82
1581,Producto_581,Frutas,2026-11-12,Marca_581,-50,67
1582,Producto_582,Frutas,2026/99/99,Marca_582,7,23
1001,Producto_583,Abarrotes,2026-02-19,Marca_583,168,84
1584,Producto_584,Snacks,2026-01-06,Marca_584,abc,33
1585,Producto_585,Verduras,2026-12-08,Marca_585,46,-10
1586,,Bebidas,2026-01-03,Marca_586,127,10
1587,Producto_587,Lacteos,2026-09-22,Marca_587,-50,4
1588,Producto_588,Bebidas,2026-11-25,Marca_588,200,22
1001,Producto_589,Abarrotes,2026-02-25,Marca_589,47,86
1590,Producto_590,Lacteos,2026-02-09,Marca_590,20,48
1591,Producto_591,Abarrotes,2026/99/99,Marca_591,98,34
1592,,Verduras,2026-10-14,Marca_592,152,87
1593,,Snacks,2026-09-03,Marca_593,143,96
1594,Producto_594,Snacks,2026-10-13,Marca_594,148,xyz
1595,Producto_595,Snacks,2026/99/99,Marca_595,173,99
1596,Producto_596,Abarrotes,2026-10-17,Marca_596,abc,48
1597,Producto_597,Abarrotes,2026-10-07,Marca_597,193,-10
1598,Producto_598,Verduras,2026-11-22,Marca_598,159,xyz
1001,Producto_599,Bebidas,2026-12-06,Marca_599,22,31
1600,Producto_600,Bebidas,2026-03-25,Marca_600,11,xyz
1601,Producto_601,Verduras,2026-11-25,Marca_601,105,-10
1602,Producto_602,Verduras,2026/99/99,Marca_602,109,32
1001,Producto_603,Bebidas,2026-04-03,Marca_603,167,14
1604,Producto_604,Abarrotes,2026-11-23,Marca_604,121,xyz
1605,Producto_605,Bebidas,2026-12-27,Marca_605,131,78
1606,,Bebidas,2026-02-19,Marca_606,118,90
1607,Producto_607,Bebidas,2026/99/99,Marca_607,14,41
1608,Producto_608,Snacks,2026-02-14,Marca_608,-50,73
1609,Producto_609,Abarrotes,2026/99/99,Marca_609,138,8
1610,Producto_610,Abarrotes,2026/99/99,Marca_610,44,76
1611,Producto_611,Lacteos,2026-01-03,Marca_611,35,xyz
1612,Producto_612,Abarrotes,2026-03-08,Marca_612,197,93
1613,Producto_613,Snacks,2026-11-14,Marca_613,68,99
1614,Producto_614,Verduras,2026-07-17,Marca_614,101,80
1615,Producto_615,Frutas,2026/99/99,Marca_615,31,93
1616,Producto_616,Frutas,2026-05-08,Marca_616,167,-10
1617,Producto_617,Snacks,2026-05-28,Marca_617,146,-10
1618,Producto_618,Abarrotes,2026-11-06,Marca_618,195,xyz
1619,,Frutas,2026-05-11,Marca_619,128,37
1620,Producto_620,Verduras,2026/99/99,Marca_620,160,1
1621,Producto_621,Verduras,2026-04-04,Marca_621,139,-10
1001,Producto_622,Bebidas,2026-08-12,Marca_622,87,90
1623,Producto_623,Snacks,2026-11-03,Marca_623,72,xyz
1624,Producto_624,Frutas,2026-12-17,Marca_624,-50,75
1625,Producto_625,Bebidas,2026-05-12,Marca_625,130,xyz
1626,Producto_626,Lacteos,2026-03-19,Marca_626,157,xyz
1627,Producto_627,Verduras,2026-04-08,Marca_627,-50,30
1001,Producto_628,Bebidas,2026-08-03,Marca_628,84,96
1629,Producto_629,Frutas,2026-11-06,Marca_629,96,29
1630,Producto_630,Verduras,2026-12-25,Marca_630,136,89
1631,Producto_631,Snacks,2026-10-10,Marca_631,10,xyz
1632,Producto_632,Bebidas,2026-08-25,Marca_632,37,xyz
1633,,Bebidas,2026-03-22,Marca_633,100,46
1634,,Snacks,2026-01-12,Marca_634,124,88
1635,Producto_635,Abarrotes,2026/99/99,Marca_635,196,8
1001,Producto_636,Verduras,2026-03-20,Marca_636,157,60
1637,Producto_637,Bebidas,2026-01-13,Marca_637,135,49
1638,Producto_638,Verduras,2026-06-04,Marca_638,90,-10
1639,,Verduras,2026-12-25,Marca_639,166,27
1640,Producto_640,Snacks,2026-10-04,Marca_640,107,-10
1641,Producto_641,Lacteos,2026/99/99,Marca_641,145,28
1642,Producto_642,Snacks,2026-09-13,Marca_642,abc,87
1643,Producto_643,Abarrotes,2026-07-27,Marca_643,abc,53
1644,Producto_644,Snacks,2026-07-11,Marca_644,33,-10
1645,Producto_645,Snacks,2026-08-15,Marca_645,-50,34
1646,Producto_646,Verduras,2026-06-14,Marca_646,68,22
1001,Producto_647,Bebidas,2026-03-26,Marca_647,88,55
1648,Producto_648,Lacteos,2026-01-07,Marca_648,83,xyz
1649,,Bebidas,2026-02-01,Marca_649,172,62
1650,Producto_650,Abarrotes,2026-10-11,Marca_650,134,42
1651,Producto_651,Lacteos,2026-08-01,Marca_651,2,36
1652,,Lacteos,2026-03-09,Marca_652,200,95
1653,Producto_653,Snacks,2026-07-15,Marca_653,-50,33
1654,Producto_654,Verduras,2026/99/99,Marca_654,43,81
1655,Producto_655,Frutas,2026-08-04,Marca_655,176,-10
1001,Producto_656,Verduras,2026-10-04,Marca_656,184,47
1001,Producto_657,Bebidas,2026-09-10,Marca_657,154,96
1658,Producto_658,Abarrotes,2026/99/99,Marca_658,167,15
1659,Producto_659,Frutas,2026/99/99,Marca_659,198,96
1660,,Verduras,2026-10-06,Marca_660,146,45
1001,Producto_661,Abarrotes,2026-08-12,Marca_661,106,95
1662,Producto_662,Frutas,2026-08-23,Marca_662,57,21
1663,,Abarrotes,2026-08-21,Marca_663,9,26
1664,Producto_664,Frutas,2026-11-08,Marca_664,32,92
1665,Producto_665,Abarrotes,2026-03-25,Marca_665,200,xyz
1666,Producto_666,Frutas,2026-10-20,Marca_666,10,27
1667,Producto_667,Abarrotes,2026-06-13,Marca_667,54,-10
1668,Producto_668,Abarrotes,2026-02-13,Marca_668,abc,59
1669,Producto_669,Verduras,2026-04-21,Marca_669,98,84
1670,Producto_670,Verduras,2026-05-06,Marca_670,89,-10
1671,Producto_671,Bebidas,2026-06-19,Marca_671,49,55
1672,,Lacteos,2026-10-06,Marca_672,27,67
1673,Producto_673,Abarrotes,2026-11-06,Marca_673,176,30
1674,Producto_674,Snacks,2026-08-19,Marca_674,129,xyz
1675,Producto_675,Verduras,2026-02-11,Marca_675,194,15
1676,Producto_676,Verduras,2026-04-19,Marca_676,77,-10
1677,Producto_677,Snacks,2026-10-02,Marca_677,-50,33
1678,Producto_678,Abarrotes,2026-08-15,Marca_678,-50,31
1679,Producto_679,Frutas,2026-07-04,Marca_679,81,xyz
1680,Producto_680,Bebidas,2026-04-14,Marca_680,abc,5
1681,Producto_681,Abarrotes,2026/99/99,Marca_681,120,56
1682,Producto_682,Verduras,2026-01-04,Marca_682,110,31
1683,Producto_683,Frutas,2026-04-23,Marca_683,108,67
1001,Producto_684,Frutas,2026-08-24,Marca_684,171,20
1685,,Snacks,2026-02-02,Marca_685,172,89
1686,Producto_686,Bebidas,2026-10-01,Marca_686,182,xyz
1687,Producto_687,Bebidas,2026-10-01,Marca_687,-50,67
1688,Producto_688,Verduras,2026-01-10,Marca_688,166,76
1689,Producto_689,Frutas,2026-03-28,Marca_689,177,-10
1690,Producto_690,Snacks,2026-03-04,Marca_690,abc,99
1001,Producto_691,Frutas,2026-06-06,Marca_691,114,7
1692,Producto_692,Abarrotes,2026-07-04,Marca_692,-50,10
1001,Producto_693,Abarrotes,2026-04-23,Marca_693,42,85
1694,Producto_694,Lacteos,2026/99/99,Marca_694,140,63
1695,Producto_695,Lacteos,2026-02-24,Marca_695,abc,1
1696,Producto_696,Frutas,2026-06-03,Marca_696,108,44
1697,Producto_697,Frutas,2026-01-11,Marca_697,-50,67
1698,Producto_698,Abarrotes,2026/99/99,Marca_698,174,63
1699,Producto_699,Lacteos,2026-04-26,Marca_699,79,xyz
1700,Producto_700,Abarrotes,2026-01-18,Marca_700,115,19
1701,Producto_701,Bebidas,2026/99/99,Marca_701,50,87
1001,Producto_702,Abarrotes,2026-05-07,Marca_702,77,30
1001,Producto_703,Abarrotes,2026-09-19,Marca_703,43,62
1704,Producto_704,Verduras,2026-04-28,Marca_704,-50,55
1705,Producto_705,Frutas,2026-02-27,Marca_705,abc,4
1706,,Verduras,2026-03-05,Marca_706,30,100
1001,Producto_707,Frutas,2026-01-15,Marca_707,58,41
1708,Producto_708,Verduras,2026-05-20,Marca_708,97,xyz
1001,Producto_709,Snacks,2026-05-09,Marca_709,45,89
1710,Producto_710,Lacteos,2026-08-12,Marca_710,61,25
1711,Producto_711,Frutas,2026-11-09,Marca_711,-50,92
1712,Producto_712,Abarrotes,2026/99/99,Marca_712,167,68
1713,Producto_713,Frutas,2026-02-05,Marca_713,198,82
1714,Producto_714,Abarrotes,2026-11-08,Marca_714,abc,67
1715,Producto_715,Bebidas,2026-05-19,Marca_715,167,25
1716,Producto_716,Verduras,2026-02-01,Marca_716,abc,19
1717,Producto_717,Abarrotes,2026-11-14,Marca_717,72,85
1718,Producto_718,Bebidas,2026-10-19,Marca_718,120,47
1001,Producto_719,Abarrotes,2026-09-19,Marca_719,133,14
1001,Producto_720,Abarrotes,2026-10-25,Marca_720,131,80
1001,Producto_721,Snacks,2026-01-23,Marca_721,94,81
1722,Producto_722,Snacks,2026-09-07,Marca_722,abc,36
1723,,Abarrotes,2026-11-17,Marca_723,170,6
1724,Producto_724,Abarrotes,2026-03-07,Marca_724,148,64
1001,Producto_725,Abarrotes,2026-11-26,Marca_725,144,25
1726,,Snacks,2026-02-25,Marca_726,79,75
1727,Producto_727,Verduras,2026/99/99,Marca_727,42,13
1728,,Frutas,2026-08-27,Marca_728,144,10
1729,Producto_729,Verduras,2026-11-06,Marca_729,137,-10
1730,Producto_730,Verduras,2026-02-08,Marca_730,166,14
1731,Producto_731,Verduras,2026-02-21,Marca_731,187,96
1001,Producto_732,Bebidas,2026-06-10,Marca_732,153,63
1733,Producto_733,Snacks,2026-03-22,Marca_733,143,50
1734,Producto_734,Frutas,2026-08-05,Marca_734,112,81
1735,,Abarrotes,2026-09-09,Marca_735,35,43
1736,Producto_736,Verduras,2026-01-03,Marca_736,87,xyz
1737,Producto_737,Frutas,2026-07-27,Marca_737,19,39
1738,Producto_738,Abarrotes,2026-12-12,Marca_738,117,xyz
1739,Producto_739,Verduras,2026-12-21,Marca_739,-50,87
1740,Producto_740,Abarrotes,2026-06-09,Marca_740,34,73
1001,Producto_741,Snacks,2026-07-11,Marca_741,153,5
1742,Producto_742,Bebidas,2026-10-20,Marca_742,5,-10
1743,Producto_743,Frutas,2026-08-13,Marca_743,13,92
1744,Producto_744,Verduras,2026-07-22,Marca_744,-50,70
1745,Producto_745,Lacteos,2026-07-01,Marca_745,18,xyz
1001,Producto_746,Abarrotes,2026-03-07,Marca_746,131,40
1747,Producto_747,Frutas,2026-01-17,Marca_747,35,89
1748,Producto_748,Bebidas,2026-06-16,Marca_748,abc,86
1749,Producto_749,Verduras,2026-07-17,Marca_749,abc,7
1750,Producto_750,Verduras,2026-12-09,Marca_750,63,-10
1751,Producto_751,Abarrotes,2026-08-03,Marca_751,abc,82
1752,Producto_752,Snacks,2026-01-27,Marca_752,102,-10
1753,Producto_753,Abarrotes,2026-11-09,Marca_753,81,75
1754,Producto_754,Snacks,2026-05-28,Marca_754,60,80
1001,Producto_755,Verduras,2026-10-02,Marca_755,61,60
1756,Producto_756,Snacks,2026/99/99,Marca_756,52,53
1757,Producto_757,Snacks,2026-01-11,Marca_757,abc,10
1758,Producto_758,Frutas,2026-11-28,Marca_758,174,xyz
1759,Producto_759,Verduras,2026-10-14,Marca_759,83,5
1001,Producto_760,Lacteos,2026-01-26,Marca_760,78,30
1761,Producto_761,Verduras,2026-02-16,Marca_761,-50,69
1762,Producto_762,Lacteos,2026-06-12,Marca_762,84,68
1763,Producto_763,Verduras,2026-01-24,Marca_763,184,xyz
1764,Producto_764,Verduras,2026-01-16,Marca_764,-50,63
1765,Producto_765,Frutas,2026/99/99,Marca_765,51,52
1766,Producto_766,Verduras,2026-06-23,Marca_766,178,76
1767,Producto_767,Lacteos,2026-01-08,Marca_767,61,88
1768,Producto_768,Bebidas,2026/99/99,Marca_768,109,43
1769,Producto_769,Verduras,2026-11-18,Marca_769,178,-10
1770,Producto_770,Verduras,2026-09-22,Marca_770,169,15
1771,Producto_771,Lacteos,2026-05-06,Marca_771,-50,87
1772,,Bebidas,2026-07-09,Marca_772,29,63
1773,Producto_773,Bebidas,2026-12-11,Marca_773,8,-10
1774,Producto_774,Verduras,2026-07-15,Marca_774,abc,37
1775,Producto_775,Snacks,2026-09-02,Marca_775,14,93
1776,Producto_776,Abarrotes,2026-02-17,Marca_776,63,xyz
1777,Producto_777,Snacks,2026-05-05,Marca_777,-50,66
1778,Producto_778,Verduras,2026/99/99,Marca_778,122,96
1779,Producto_779,Frutas,2026-08-26,Marca_779,29,53
1780,Producto_780,Abarrotes,2026-01-22,Marca_780,160,xyz
1001,Producto_781,Snacks,2026-07-28,Marca_781,191,57
1782,Producto_782,Lacteos,2026-12-16,Marca_782,162,95
1783,Producto_783,Verduras,2026-09-01,Marca_783,abc,82
1784,,Abarrotes,2026-12-24,Marca_784,91,28
1785,,Bebidas,2026-09-25,Marca_785,49,76
1786,Producto_786,Verduras,2026-03-17,Marca_786,abc,13
1787,Producto_787,Lacteos,2026-10-05,Marca_787,112,51
1788,Producto_788,Abarrotes,2026-03-27,Marca_788,abc,9
1789,Producto_789,Abarrotes,2026-06-24,Marca_789,160,64
1001,Producto_790,Bebidas,2026-07-07,Marca_790,88,20
1791,Producto_791,Frutas,2026-10-21,Marca_791,123,100
1792,Producto_792,Abarrotes,2026-08-10,Marca_792,-50,47
1793,Producto_793,Frutas,2026/99/99,Marca_793,32,93
1794,Producto_794,Abarrotes,2026-09-16,Marca_794,47,76
1795,Producto_795,Verduras,2026-11-10,Marca_795,40,xyz
1796,Producto_796,Frutas,2026-12-07,Marca_796,118,74
1797,Producto_797,Abarrotes,2026-09-05,Marca_797,184,xyz
1001,Producto_798,Verduras,2026-09-28,Marca_798,5,20
1799,Producto_799,Lacteos,2026-04-08,Marca_799,34,-10
1001,Producto_800,Snacks,2026-11-05,Marca_800,91,86
1801,Producto_801,Verduras,2026-03-10,Marca_801,-50,72
1001,Producto_802,Bebidas,2026-09-11,Marca_802,182,88
1803,Producto_803,Frutas,2026-03-26,Marca_803,31,xyz
1001,Producto_804,Lacteos,2026-09-12,Marca_804,186,98
1805,Producto_805,Snacks,2026-11-08,Marca_805,89,41
1806,Producto_806,Verduras,2026-11-19,Marca_806,156,60
1807,Producto_807,Frutas,2026-05-22,Marca_807,116,xyz
1808,Producto_808,Verduras,2026-02-08,Marca_808,78,85
1809,Producto_809,Lacteos,2026/99/99,Marca_809,134,100
1810,Producto_810,Lacteos,2026-04-13,Marca_810,-50,13
1811,Producto_811,Frutas,2026-07-20,Marca_811,abc,43
1812,Producto_812,Lacteos,2026-08-15,Marca_812,179,76
1813,Producto_813,Frutas,2026-04-15,Marca_813,-50,6
1814,Producto_814,Frutas,2026-08-17,Marca_814,-50,65
1815,Producto_815,Snacks,2026-12-24,Marca_815,64,-10
1816,Producto_816,Abarrotes,2026/99/99,Marca_816,159,78
1817,Producto_817,Lacteos,2026/99/99,Marca_817,108,5
1001,Producto_818,Bebidas,2026-08-10,Marca_818,198,90
1819,Producto_819,Abarrotes,2026-01-10,Marca_819,76,45
1001,Producto_820,Abarrotes,2026-03-22,Marca_820,91,90
1821,Producto_821,Abarrotes,2026/99/99,Marca_821,191,40
1822,Producto_822,Snacks,2026-01-20,Marca_822,26,xyz
1823,Producto_823,Bebidas,2026-03-19,Marca_823,45,xyz
1824,Producto_824,Abarrotes,2026-12-20,Marca_824,185,xyz
1825,Producto_825,Verduras,2026/99/99,Marca_825,8,5
1826,Producto_826,Bebidas,2026-10-13,Marca_826,29,68
1827,Producto_827,Frutas,2026-10-12,Marca_827,189,47
1828,Producto_828,Abarrotes,2026-06-22,Marca_828,-50,15
1829,Producto_829,Snacks,2026-10-05,Marca_829,56,-10
1830,Producto_830,Verduras,2026-05-26,Marca_830,45,-10
1831,Producto_831,Frutas,2026/99/99,Marca_831,172,66
1001,Producto_832,Lacteos,2026-11-08,Marca_832,39,52
1001,Producto_833,Lacteos,2026-03-20,Marca_833,42,21
1834,Producto_834,Snacks,2026-05-19,Marca_834,68,45
1835,Producto_835,Lacteos,2026-03-13,Marca_835,abc,79
1836,Producto_836,Abarrotes,2026-10-05,Marca_836,153,-10
1837,Producto_837,Snacks,2026-04-20,Marca_837,30,xyz
1838,Producto_838,Abarrotes,2026-02-10,Marca_838,44,88
1839,Producto_839,Snacks,2026-02-18,Marca_839,196,1
1840,Producto_840,Abarrotes,2026/99/99,Marca_840,120,44
1841,Producto_841,Verduras,2026-05-05,Marca_841,abc,89
1842,Producto_842,Bebidas,2026-11-28,Marca_842,-50,1
1843,Producto_843,Bebidas,2026-04-11,Marca_843,abc,75
1844,Producto_844,Frutas,2026-04-19,Marca_844,174,95
1845,Producto_845,Lacteos,2026-10-19,Marca_845,123,xyz
1846,Producto_846,Abarrotes,2026-03-06,Marca_846,190,-10
1847,Producto_847,Bebidas,2026-09-09,Marca_847,-50,8
1848,Producto_848,Bebidas,2026-02-01,Marca_848,abc,4
1849,Producto_849,Verduras,2026-08-02,Marca_849,56,65
1850,Producto_850,Lacteos,2026-03-09,Marca_850,133,xyz
1001,Producto_851,Bebidas,2026-07-16,Marca_851,167,56
1001,Producto_852,Verduras,2026-01-17,Marca_852,94,14
1853,Producto_853,Frutas,2026-04-26,Marca_853,-50,95
1854,Producto_854,Verduras,2026-12-16,Marca_854,abc,63
1855,Producto_855,Bebidas,2026/99/99,Marca_855,74,97
1856,Producto_856,Lacteos,2026-02-22,Marca_856,62,72
1857,Producto_857,Abarrotes,2026-09-25,Marca_857,-50,86
1858,Producto_858,Bebidas,2026-07-26,Marca_858,abc,29
1859,Producto_859,Frutas,2026-09-03,Marca_859,199,-10
1860,Producto_860,Snacks,2026-03-25,Marca_860,abc,5
1001,Producto_861,Frutas,2026-03-18,Marca_861,85,60
1862,Producto_862,Verduras,2026/99/99,Marca_862,129,2
1863,,Verduras,2026-12-17,Marca_863,4,94
1864,Producto_864,Frutas,2026-09-01,Marca_864,-50,56
1865,Producto_865,Lacteos,2026-02-21,Marca_865,abc,86
1866,Producto_866,Bebidas,2026-05-03,Marca_866,-50,69
1867,Producto_867,Frutas,2026/99/99,Marca_867,131,25
1868,Producto_868,Verduras,2026/99/99,Marca_868,166,23
1869,Producto_869,Abarrotes,2026-06-17,Marca_869,147,-10
1870,Producto_870,Snacks,2026-06-21,Marca_870,81,80
1871,Producto_871,Frutas,2026/99/99,Marca_871,4,16
1872,Producto_872,Abarrotes,2026-05-06,Marca_872,47,-10
1873,Producto_873,Abarrotes,2026-08-05,Marca_873,120,xyz
1874,Producto_874,Frutas,2026-03-01,Marca_874,16,49
1875,Producto_875,Lacteos,2026-05-01,Marca_875,191,-10
1876,Producto_876,Frutas,2026-10-15,Marca_876,-50,54
1877,Producto_877,Bebidas,2026-11-07,Marca_877,135,77
1878,Producto_878,Bebidas,2026-11-13,Marca_878,157,-10
1879,Producto_879,Abarrotes,2026-05-20,Marca_879,180,100
